topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17,topic_18,topic_19
0.10846315,0.03337590768933296,0.2791028618812561,0.28366270661354065,0.01735535077750683,0.010413898155093193,0.1663651317358017,0.07214944064617157,0.016085315495729446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.07720168,0.6004443764686584,0.15530626475811005,0.08187754452228546,0.03995758295059204,0.021303372457623482,0.022178316488862038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01626153,0.2484576255083084,0.11204912513494492,0.11180107295513153,0.03945329040288925,0.04494072496891022,0.029405029490590096,0.1053093671798706,0.1743570864200592,0.11714331805706024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6411146,0.3511192798614502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.10824495,0.07629688084125519,0.02778049372136593,0.18238867819309235,0.09580589830875397,0.38131773471832275,0.057920172810554504,0.06692393869161606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3566283,0.10219044238328934,0.03093758039176464,0.34683462977409363,0.030675578862428665,0.12848976254463196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.023068432,0.020455747842788696,0.26225191354751587,0.6730610132217407,0.018857933580875397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7986217,0.1723119616508484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.12270993,0.4230972230434418,0.09557346999645233,0.29066216945648193,0.06455656886100769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.26748466,0.7164387702941895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.11047908,0.1884477287530899,0.20092891156673431,0.01598586142063141,0.46471014618873596,0.017262393608689308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.058717594,0.9129980206489563,0.026308007538318634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.023342878,0.06630180031061172,0.08612782508134842,0.08908122777938843,0.03766277804970741,0.3479669988155365,0.02734469249844551,0.1419864445924759,0.09017689526081085,0.08783897012472153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2085417,0.12148226797580719,0.08735059201717377,0.1007598266005516,0.4695573151111603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.51736397,0.4649828374385834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1804033,0.2940419316291809,0.5143672823905945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.110709846,0.38675639033317566,0.48733749985694885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.35417,0.16642813384532928,0.2505343556404114,0.21898601949214935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3405367,0.1641254425048828,0.4824545979499817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.22926556,0.06202127784490585,0.09871780872344971,0.20556606352329254,0.18053072690963745,0.09688916802406311,0.11536778509616852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.03856015,0.035538434982299805,0.05090516805648804,0.32327139377593994,0.032822322100400925,0.30633604526519775,0.06221026927232742,0.14861679077148438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6667427,0.3279898166656494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.289446,0.2781592309474945,0.380130797624588,0.02261941507458687,0.02665303647518158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.08167418,0.5826343894004822,0.1940707266330719,0.06195106729865074,0.07221633195877075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.020039747,0.10763612389564514,0.07472346723079681,0.021709900349378586,0.7282912135124207,0.026975443586707115,0.01832449808716774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.34588966,0.6250684261322021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04054114,0.0503670908510685,0.1911798119544983,0.3890255391597748,0.10719364136457443,0.2107778638601303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.088404335,0.043588969856500626,0.19657905399799347,0.0884450376033783,0.157352477312088,0.19699986279010773,0.1788931041955948,0.04454999044537544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.19543761,0.5895692110061646,0.05327790603041649,0.03927971050143242,0.11669540405273438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.45512772,0.3233429193496704,0.19406305253505707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.13632832,0.060255009680986404,0.021861398592591286,0.24449218809604645,0.10507532954216003,0.1345159262418747,0.29482629895210266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.24895078,0.5963299870491028,0.1361786425113678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.24984908,0.4459274411201477,0.16672877967357635,0.0964580625295639,0.0358959399163723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.065763466,0.6733729243278503,0.033700790256261826,0.11890804022550583,0.10358090698719025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6236617,0.35670286417007446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.96345556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.024259359,0.02077735960483551,0.9527268409729004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4067172,0.5833891034126282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.039789777,0.06838800013065338,0.38028332591056824,0.04459978640079498,0.03870955482125282,0.33554893732070923,0.09101627767086029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.13759437,0.3780513405799866,0.18294692039489746,0.04051008075475693,0.17806319892406464,0.07847179472446442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.10769333,0.1196138933300972,0.15936273336410522,0.6027827262878418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.07292881,0.01837199367582798,0.024984803050756454,0.010510528460144997,0.19834569096565247,0.16090017557144165,0.5128111243247986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.019671464,0.026540502905845642,0.06160083785653114,0.5148646831512451,0.37339240312576294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.012753213,0.05498434975743294,0.02675217017531395,0.271528035402298,0.019511956721544266,0.02245124988257885,0.4672163724899292,0.12376745045185089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.82663804,0.08968052268028259,0.07169575989246368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.92476875,0.012547127902507782,0.02183830365538597,0.010487150400876999,0.02905367873609066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.12555507,0.06194804981350899,0.16795377433300018,0.6409903764724731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.268412,0.7154996991157532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.076521836,0.366659551858902,0.0747283548116684,0.4722057580947876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.22077702,0.2879226803779602,0.26887449622154236,0.07494217157363892,0.14040105044841766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.59828186,0.3588552176952362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1128604,0.27723103761672974,0.16782580316066742,0.42636823654174805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.020213988,0.11228831112384796,0.20734256505966187,0.599777340888977,0.057833533734083176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.18773195,0.5580218434333801,0.23061932623386383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.09593268,0.34493330121040344,0.08703725785017014,0.04048990458250046,0.04705733805894852,0.13531281054019928,0.21348245441913605,0.032814428210258484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9547496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4287195,0.06819508969783783,0.2238215208053589,0.053403012454509735,0.13110648095607758,0.0922074094414711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04819907,0.1541953980922699,0.23627647757530212,0.02042766846716404,0.37577420473098755,0.16351816058158875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.16113256,0.36480093002319336,0.46286940574645996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.37281862,0.6181955933570862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.08095342,0.041937779635190964,0.16304409503936768,0.058406706899404526,0.04285803437232971,0.607441246509552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.32761562,0.10838770121335983,0.05924976244568825,0.3394833207130432,0.16161587834358215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9634444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.08849844,0.2033657431602478,0.38124123215675354,0.07257352024316788,0.08469752967357635,0.1619178205728531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.048937947,0.09138309955596924,0.6095790266990662,0.10537100583314896,0.13975150883197784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.16999029,0.8181622624397278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2911267,0.2512534558773041,0.43912389874458313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.26070014,0.44749248027801514,0.04154400900006294,0.12160469591617584,0.12349025905132294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.40852627,0.36556899547576904,0.022425809875130653,0.20057114958763123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.022023538,0.020758526399731636,0.012774402275681496,0.10870783030986786,0.0627499371767044,0.18613961338996887,0.013125231489539146,0.22929899394512177,0.04895554110407829,0.06633393466472626,0.21948279440402985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5785255,0.4017528295516968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.10196215,0.4629564583301544,0.05462391674518585,0.0874156504869461,0.2584761381149292,0.02007121779024601,0.012982016429305077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.22133918,0.18816404044628143,0.22869811952114105,0.3394556939601898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806
0.09825355,0.02855086512863636,0.012262428179383278,0.014718472957611084,0.23578771948814392,0.011761169880628586,0.46035119891166687,0.024921806529164314,0.038217637687921524,0.021590137854218483,0.038789086043834686,0.010341630317270756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.41635323,0.040625620633363724,0.14856424927711487,0.38809430599212646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.023865638,0.07808862626552582,0.1428585648536682,0.2824303209781647,0.05330612510442734,0.417822927236557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.016829146,0.04887160286307335,0.21886464953422546,0.20463988184928894,0.2335164099931717,0.2571735680103302,0.01852628029882908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05204181,0.561593234539032,0.07372178137302399,0.25216028094291687,0.0573655441403389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.024766732,0.08007404953241348,0.041630011051893234,0.06210155785083771,0.029113145545125008,0.30181312561035156,0.09546392410993576,0.20382024347782135,0.1586650162935257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5269994,0.2543756067752838,0.21015478670597076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.45908597,0.4590809643268585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
